2005,281450,82.1
2006,292110,84.1
2007,303621,86.4
2008,321178,86.8
2009,317658,87.1
2010,326242,87.3
2011,343159,86.8
2012,351049,87.6
2013,360107,89.1
2014,378053,92.4
2015,374817,95.7
2016,387696,100
2017,405867,102.2
